hcpcs_code,seq_num,record_id,long_description,short_description
E0967,00100,3,"Manual wheelchair accessory, hand rim with projections, any type, replacement",Man wc rim/projection rep ea
E0968,00100,3,"Commode seat, wheelchair",Wheelchair commode seat
E0969,00100,3,"Narrowing device, wheelchair",Wheelchair narrowing device
E0970,00100,3,"No. 2 footplates, except for elevating leg rest",Wheelchair no. 2 footplates
E0971,00100,3,"Manual wheelchair accessory, anti-tipping device, each",Wheelchair anti-tipping devi
E0973,00100,3,"Wheelchair accessory, adjustable height, detachable armrest, complete assembly,",W/ch access det adj armrest
E0974,00100,3,"Manual wheelchair accessory, anti-rollback device, each",W/ch access anti-rollback
E0978,00100,3,"Wheelchair accessory, positioning belt/safety belt/pelvic strap, each","W/c acc,saf belt pelv strap"
E0980,00100,3,"Safety vest, wheelchair",Wheelchair safety vest
E0981,00100,3,"Wheelchair accessory, seat upholstery, replacement only, each","Seat upholstery, replacement"
E0982,00100,3,"Wheelchair accessory, back upholstery, replacement only, each","Back upholstery, replacement"
E0983,00100,3,"Manual wheelchair accessory, power add-on to convert manual wheelchair to",Add pwr joystick
E0984,00100,3,"Manual wheelchair accessory, power add-on to convert manual wheelchair to",Add pwr tiller
E0985,00100,3,"Wheelchair accessory, seat lift mechanism",W/c seat lift mechanism
E0986,00100,3,"Manual wheelchair accessory, power assist system",Man w/c powr assist syst
E0988,00100,3,"Manual wheelchair accessory, lever-activated, wheel drive, pair",Lever-activated wheel drive
E0990,00100,3,"Wheelchair accessory, elevating leg rest, complete assembly, each",Wheelchair elevating leg res
E0992,00100,3,"Manual wheelchair accessory, solid seat insert",Wheelchair solid seat insert
E0994,00100,3,"Arm rest, each",Wheelchair arm rest
E0995,00100,3,"Wheelchair accessory, calf rest/pad, replacement only, each","Wc calf rest, pad replacemnt"
E1002,00100,3,"Wheelchair accessory, power seating system, tilt only",Pwr seat tilt
E1003,00100,3,"Wheelchair accessory, power seating system, recline only, without shear",Pwr seat recline
E1004,00100,3,"Wheelchair accessory, power seating system, recline only, with mechanical shear",Pwr seat recline mech
E1005,00100,3,"Wheelchair accessory, power seating system, recline only, with power shear",Pwr seat recline pwr
E1006,00100,3,"Wheelchair accessory, power seating system, combination tilt and recline,",Pwr seat combo w/o shear
E1007,00100,3,"Wheelchair accessory, power seating system, combination tilt and recline, with",Pwr seat combo w/shear
E1008,00100,3,"Wheelchair accessory, power seating system, combination tilt and recline, with",Pwr seat combo pwr shear
E1009,00100,3,"Wheelchair accessory, addition to power seating system, mechanically linked leg",Add mech leg elevation
E1010,00100,3,"Wheelchair accessory, addition to power seating system, power leg elevation",Add pwr leg elevation
E1011,00100,3,"Modification to pediatric size wheelchair, width adjustment package (not to be",Ped wc modify width adjustm
E1012,00100,3,"Wheelchair accessory, addition to power seating system, center mount power",Ctr mount pwr elev leg rest
E1014,00100,3,"Reclining back, addition to pediatric size wheelchair",Reclining back add ped w/c
E1015,00100,3,"Shock absorber for manual wheelchair, each",Shock absorber for man w/c
E1016,00100,3,"Shock absorber for power wheelchair, each",Shock absorber for power w/c
E1017,00100,3,"Heavy duty shock absorber for heavy duty or extra heavy duty manual wheelchair,",Hd shck absrbr for hd man wc
E1018,00100,3,"Heavy duty shock absorber for heavy duty or extra heavy duty power wheelchair,",Hd shck absrber for hd powwc
E1020,00100,3,"Residual limb support system for wheelchair, any type",Residual limb support system
E1022,00100,3,"Wheelchair transportation securement system, any type includes all components",Wheelchr transport secur
E1023,00100,3,"Wheelchair transit securement system, includes all components and accessories",Wheelchr transit securement
E1028,00100,3,"Wheelchair accessory, manual swingaway, retractable or removable mounting",W/c manual swingaway
E1029,00100,3,"Wheelchair accessory, ventilator tray, fixed",W/c vent tray fixed
E1030,00100,3,"Wheelchair accessory, ventilator tray, gimbaled",W/c vent tray gimbaled
E1031,00100,3,"Rollabout chair, any and all types with casters 5"" or greater",Rollabout chair with casters
E1032,00100,3,"Wheelchair accessory, manual swingaway, retractable or removable mounting",Wheelchair joystick drive
E1033,00100,3,"Wheelchair accessory, manual swingaway, retractable or removable mounting",Wheelchair hardware headrest
E1034,00100,3,"Wheelchair accessory, manual swingaway, retractable or removable mounting",Wheelchair trunk hip support
E1035,00100,3,"Multi-positional patient transfer system, with integrated seat, operated by",Patient transfer system <300
E1036,00100,3,"Multi-positional patient transfer system, extra-wide, with integrated seat,",Patient transfer system >300
E1037,00100,3,"Transport chair, pediatric size","Transport chair, ped size"
E1038,00100,3,"Transport chair, adult size, patient weight capacity up to and including 300",Transport chair pt wt<=300lb
E1039,00100,3,"Transport chair, adult size, heavy duty, patient weight capacity greater than",Transport chair pt wt >300lb
E1050,00100,3,"Fully-reclining wheelchair, fixed full length arms, swing away detachable",Whelchr fxd full length arms
E1060,00100,3,"Fully-reclining wheelchair, detachable arms, desk or full length, swing away",Wheelchair detachable arms
E1070,00100,3,"Fully-reclining wheelchair, detachable arms (desk or full length) swing away",Wheelchair detachable foot r
E1083,00100,3,"Hemi-wheelchair, fixed full length arms, swing away detachable elevating leg",Hemi-wheelchair fixed arms
E1084,00100,3,"Hemi-wheelchair, detachable arms desk or full length arms, swing away",Hemi-wheelchair detachable a
E1085,00100,3,"Hemi-wheelchair, fixed full length arms, swing away detachable foot rests",Hemi-wheelchair fixed arms
E1086,00100,3,"Hemi-wheelchair detachable arms desk or full length, swing away detachable",Hemi-wheelchair detachable a
E1087,00100,3,"High strength lightweight wheelchair, fixed full length arms, swing away",Wheelchair lightwt fixed arm
E1088,00100,3,"High strength lightweight wheelchair, detachable arms desk or full length,",Wheelchair lightweight det a
E1089,00100,3,"High strength lightweight wheelchair, fixed length arms, swing away detachable",Wheelchair lightwt fixed arm
E1090,00100,3,"High strength lightweight wheelchair, detachable arms desk or full length,",Wheelchair lightweight det a
E1092,00100,3,"Wide heavy duty wheel chair, detachable arms (desk or full length), swing away",Wheelchair wide w/ leg rests
E1093,00100,3,"Wide heavy duty wheelchair, detachable arms desk or full length arms, swing",Wheelchair wide w/ foot rest
E1100,00100,3,"Semi-reclining wheelchair, fixed full length arms, swing away detachable",Whchr s-recl fxd arm leg res
E1110,00100,3,"Semi-reclining wheelchair, detachable arms (desk or full length) elevating leg",Wheelchair semi-recl detach
E1130,00100,3,"Standard wheelchair, fixed full length arms, fixed or swing away detachable",Whlchr stand fxd arm ft rest
E1140,00100,3,"Wheelchair, detachable arms, desk or full length, swing away detachable",Wheelchair standard detach a
E1150,00100,3,"Wheelchair, detachable arms, desk or full length swing away detachable",Wheelchair standard w/ leg r
E1160,00100,3,"Wheelchair, fixed full length arms, swing away detachable elevating legrests",Wheelchair fixed arms
E1161,00100,3,"Manual adult size wheelchair, includes tilt in space",Manual adult wc w tiltinspac
E1170,00100,3,"Amputee wheelchair, fixed full length arms, swing away detachable elevating",Whlchr ampu fxd arm leg rest
E1171,00100,3,"Amputee wheelchair, fixed full length arms, without footrests or legrest",Wheelchair amputee w/o leg r
E1172,00100,3,"Amputee wheelchair, detachable arms (desk or full length) without footrests or",Wheelchair amputee detach ar
E1180,00100,3,"Amputee wheelchair, detachable arms (desk or full length) swing away detachable",Wheelchair amputee w/ foot r
E1190,00100,3,"Amputee wheelchair, detachable arms (desk or full length) swing away detachable",Wheelchair amputee w/ leg re
E1195,00100,3,"Heavy duty wheelchair, fixed full length arms, swing away detachable elevating",Wheelchair amputee heavy dut
E1200,00100,3,"Amputee wheelchair, fixed full length arms, swing away detachable footrest",Wheelchair amputee fixed arm
E1220,00100,3,"Wheelchair; specially sized or constructed, (indicate brand name, model number,",Whlchr special size/constrc
E1221,00100,3,"Wheelchair with fixed arm, footrests",Wheelchair spec size w foot
E1222,00100,3,"Wheelchair with fixed arm, elevating legrests",Wheelchair spec size w/ leg
E1223,00100,3,"Wheelchair with detachable arms, footrests",Wheelchair spec size w foot
E1224,00100,3,"Wheelchair with detachable arms, elevating legrests",Wheelchair spec size w/ leg
E1225,00100,3,"Wheelchair accessory, manual semi-reclining back, (recline greater than 15",Manual semi-reclining back
E1226,00100,3,"Wheelchair accessory, manual fully reclining back, (recline greater than 80",Manual fully reclining back
E1227,00100,3,Special height arms for wheelchair,Wheelchair spec sz spec ht a
E1228,00100,3,Special back height for wheelchair,Wheelchair spec sz spec ht b
E1229,00100,3,"Wheelchair, pediatric size, not otherwise specified",Pediatric wheelchair nos
E1230,00100,3,Power operated vehicle (three or four wheel nonhighway) specify brand name and,Power operated vehicle
E1231,00100,3,"Wheelchair, pediatric size, tilt-in-space, rigid, adjustable, with seating",Rigid ped w/c tilt-in-space
E1232,00100,3,"Wheelchair, pediatric size, tilt-in-space, folding, adjustable, with seating",Folding ped wc tilt-in-space
E1233,00100,3,"Wheelchair, pediatric size, tilt-in-space, rigid, adjustable, without seating",Rig ped wc tltnspc w/o seat
E1234,00100,3,"Wheelchair, pediatric size, tilt-in-space, folding, adjustable, without seating",Fld ped wc tltnspc w/o seat
E1235,00100,3,"Wheelchair, pediatric size, rigid, adjustable, with seating system",Rigid ped wc adjustable
E1236,00100,3,"Wheelchair, pediatric size, folding, adjustable, with seating system",Folding ped wc adjustable
E1237,00100,3,"Wheelchair, pediatric size, rigid, adjustable, without seating system",Rgd ped wc adjstabl w/o seat
E1238,00100,3,"Wheelchair, pediatric size, folding, adjustable, without seating system",Fld ped wc adjstabl w/o seat
E1239,00100,3,"Power wheelchair, pediatric size, not otherwise specified",Ped power wheelchair nos
E1240,00100,3,"Lightweight wheelchair, detachable arms, (desk or full length) swing away",Whchr litwt det arm leg rest
E1250,00100,3,"Lightweight wheelchair, fixed full length arms, swing away detachable footrest",Wheelchair lightwt fixed arm
E1260,00100,3,"Lightweight wheelchair, detachable arms (desk or full length) swing away",Wheelchair lightwt foot rest
E1270,00100,3,"Lightweight wheelchair, fixed full length arms, swing away detachable elevating",Wheelchair lightweight leg r
E1280,00100,3,"Heavy duty wheelchair, detachable arms (desk or full length) elevating legrests",Whchr h-duty det arm leg res
E1285,00100,3,"Heavy duty wheelchair, fixed full length arms, swing away detachable footrest",Wheelchair heavy duty fixed
E1290,00100,3,"Heavy duty wheelchair, detachable arms (desk or full length) swing away",Wheelchair hvy duty detach a
E1295,00100,3,"Heavy duty wheelchair, fixed full length arms, elevating legrest",Wheelchair heavy duty fixed
E1296,00100,3,Special wheelchair seat height from floor,Wheelchair special seat heig
E1297,00100,3,"Special wheelchair seat depth, by upholstery",Wheelchair special seat dept
E1298,00100,3,"Special wheelchair seat depth and/or width, by construction",Wheelchair spec seat depth/w
E1300,00100,3,"Whirlpool, portable (overtub type)",Whirlpool portable
E1301,00100,3,"Whirlpool tub, walk-in, portable",Whirlpool tub walkin portabl
E1310,00100,3,"Whirlpool, non-portable (built-in type)",Whirlpool non-portable
E1352,00100,3,"Oxygen accessory, flow regulator capable of positive inspiratory pressure",O2 flow reg pos inspir press
E1353,00100,3,Regulator,Oxygen supplies regulator
